"Gebied","Code_Plot","Code_Subplot","Plot_Nr","Positie","X_Lamb","Y_Lamb","datum","substaalcode","type"
"Ziepbeek","hzbp_09","hzbp_09w","9","w","238683.6","181134.1",2022-09-01,"hzbp_09w_20220901","NJ"
"Ziepbeek","hzbp_09","hzbp_09z","9","z","238685.6","181132.1",2022-06-13,"hzbp_09z_20220613","VJ"
"Ziepbeek","hzbp_09","hzbp_09z","9","z","238685.6","181132.1",2022-09-01,"hzbp_09z_20220901","NJ"
"Ziepbeek","hzbp_10","hzbp_10c","10","c","239613.6","182094.1",2023-06-15,"hzbp_10c_20230615","VJ"
"Ziepbeek","hzbp_10","hzbp_10c","10","c","239613.6","182094.1",2023-08-29,"hzbp_10c_20230829","NJ"
"Ziepbeek","hzbp_10","hzbp_10n","10","n","239613.6","182096.1",2023-06-15,"hzbp_10n_20230615","VJ"
"Ziepbeek","hzbp_10","hzbp_10n","10","n","239613.6","182096.1",2023-08-29,"hzbp_10n_20230829","NJ"
"Ziepbeek","hzbp_10","hzbp_10o","10","o","239615.6","182094.1",2023-06-15,"hzbp_10o_20230615","VJ"
"Ziepbeek","hzbp_10","hzbp_10o","10","o","239615.6","182094.1",2023-08-29,"hzbp_10o_20230829","NJ"
"Ziepbeek","hzbp_10","hzbp_10w","10","w","239611.6","182094.1",2023-06-15,"hzbp_10w_20230615","VJ"
"Ziepbeek","hzbp_10","hzbp_10w","10","w","239611.6","182094.1",2023-08-29,"hzbp_10w_20230829","NJ"
"Ziepbeek","hzbp_10","hzbp_10z","10","z","239613.6","182092.1",2023-06-15,"hzbp_10z_20230615","VJ"
"Ziepbeek","hzbp_10","hzbp_10z","10","z","239613.6","182092.1",2023-08-29,"hzbp_10z_20230829","NJ"
"Ziepbeek","hzbp_11","hzbp_11c","11","c","239805.6","180942.1",2024-06-13,"hzbp_11c_20240613","VJ"
"Ziepbeek","hzbp_11","hzbp_11c","11","c","239805.6","180942.1",2024-08-27,"hzbp_11c_20240827","NJ"
"Ziepbeek","hzbp_11","hzbp_11n","11","n","239805.6","180944.1",2024-06-13,"hzbp_11n_20240613","VJ"
"Ziepbeek","hzbp_11","hzbp_11n","11","n","239805.6","180944.1",2024-08-27,"hzbp_11n_20240827","NJ"
"Ziepbeek","hzbp_11","hzbp_11o","11","o","239807.6","180942.1",2024-06-13,"hzbp_11o_20240613","VJ"
"Ziepbeek","hzbp_11","hzbp_11o","11","o","239807.6","180942.1",2024-08-27,"hzbp_11o_20240827","NJ"
"Ziepbeek","hzbp_11","hzbp_11w","11","w","239803.6","180942.1",2024-06-13,"hzbp_11w_20240613","VJ"
"Ziepbeek","hzbp_11","hzbp_11w","11","w","239803.6","180942.1",2024-08-27,"hzbp_11w_20240827","NJ"
"Ziepbeek","hzbp_11","hzbp_11z","11","z","239805.6","180940.1",2024-06-13,"hzbp_11z_20240613","VJ"
"Ziepbeek","hzbp_11","hzbp_11z","11","z","239805.6","180940.1",2024-08-27,"hzbp_11z_20240827","NJ"
"Ziepbeek","hzbp_12","hzbp_12c","12","c","239165.6","181294.1",2022-06-13,"hzbp_12c_20220613","VJ"
"Ziepbeek","hzbp_12","hzbp_12c","12","c","239165.6","181294.1",2022-09-01,"hzbp_12c_20220901","NJ"
"Ziepbeek","hzbp_12","hzbp_12n","12","n","239165.6","181296.1",2022-06-13,"hzbp_12n_20220613","VJ"
"Ziepbeek","hzbp_12","hzbp_12n","12","n","239165.6","181296.1",2022-09-01,"hzbp_12n_20220901","NJ"
"Ziepbeek","hzbp_12","hzbp_12o","12","o","239167.6","181294.1",2022-06-13,"hzbp_12o_20220613","VJ"
"Ziepbeek","hzbp_12","hzbp_12o","12","o","239167.6","181294.1",2022-09-01,"hzbp_12o_20220901","NJ"
"Ziepbeek","hzbp_12","hzbp_12w","12","w","239163.6","181294.1",2022-06-13,"hzbp_12w_20220613","VJ"
"Ziepbeek","hzbp_12","hzbp_12w","12","w","239163.6","181294.1",2022-09-01,"hzbp_12w_20220901","NJ"
"Ziepbeek","hzbp_12","hzbp_12z","12","z","239165.6","181292.1",2022-06-13,"hzbp_12z_20220613","VJ"
"Ziepbeek","hzbp_12","hzbp_12z","12","z","239165.6","181292.1",2022-09-01,"hzbp_12z_20220901","NJ"
"Ziepbeek","hzbp_13","hzbp_13c","13","c","239549.6","182062.1",2023-06-15,"hzbp_13c_20230615","VJ"
"Ziepbeek","hzbp_13","hzbp_13c","13","c","239549.6","182062.1",2023-08-29,"hzbp_13c_20230829","NJ"
"Ziepbeek","hzbp_13","hzbp_13n","13","n","239549.6","182064.1",2023-06-15,"hzbp_13n_20230615","VJ"
"Ziepbeek","hzbp_13","hzbp_13n","13","n","239549.6","182064.1",2023-08-29,"hzbp_13n_20230829","NJ"
"Ziepbeek","hzbp_13","hzbp_13o","13","o","239551.6","182062.1",2023-06-15,"hzbp_13o_20230615","VJ"
"Ziepbeek","hzbp_13","hzbp_13o","13","o","239551.6","182062.1",2023-08-29,"hzbp_13o_20230829","NJ"
"Ziepbeek","hzbp_13","hzbp_13w","13","w","239547.6","182062.1",2023-06-15,"hzbp_13w_20230615","VJ"
"Ziepbeek","hzbp_13","hzbp_13w","13","w","239547.6","182062.1",2023-08-29,"hzbp_13w_20230829","NJ"
"Ziepbeek","hzbp_13","hzbp_13z","13","z","239549.6","182060.1",2023-06-15,"hzbp_13z_20230615","VJ"
"Ziepbeek","hzbp_13","hzbp_13z","13","z","239549.6","182060.1",2023-08-29,"hzbp_13z_20230829","NJ"
"Ziepbeek","hzbp_14","hzbp_14c","14","c","240253.6","180750.1",2024-06-13,"hzbp_14c_20240613","VJ"
"Ziepbeek","hzbp_14","hzbp_14c","14","c","240253.6","180750.1",2024-08-27,"hzbp_14c_20240827","NJ"
"Ziepbeek","hzbp_14","hzbp_14n","14","n","240253.6","180752.1",2024-06-13,"hzbp_14n_20240613","VJ"
"Ziepbeek","hzbp_14","hzbp_14n","14","n","240253.6","180752.1",2024-08-27,"hzbp_14n_20240827","NJ"
"Ziepbeek","hzbp_14","hzbp_14o","14","o","240255.6","180750.1",2024-06-13,"hzbp_14o_20240613","VJ"
"Ziepbeek","hzbp_14","hzbp_14o","14","o","240255.6","180750.1",2024-08-27,"hzbp_14o_20240827","NJ"
"Ziepbeek","hzbp_14","hzbp_14w","14","w","240251.6","180750.1",2024-06-13,"hzbp_14w_20240613","VJ"
"Ziepbeek","hzbp_14","hzbp_14w","14","w","240251.6","180750.1",2024-08-27,"hzbp_14w_20240827","NJ"
"Ziepbeek","hzbp_14","hzbp_14z","14","z","240253.6","180748.1",2024-06-13,"hzbp_14z_20240613","VJ"
"Ziepbeek","hzbp_14","hzbp_14z","14","z","240253.6","180748.1",2024-08-27,"hzbp_14z_20240827","NJ"
"Ziepbeek","hzbp_15","hzbp_15c","15","c","238781.6","181294.1",2022-06-13,"hzbp_15c_20220613","VJ"
"Ziepbeek","hzbp_15","hzbp_15c","15","c","238781.6","181294.1",2022-09-01,"hzbp_15c_20220901","NJ"
"Ziepbeek","hzbp_15","hzbp_15n","15","n","238781.6","181296.1",2022-06-13,"hzbp_15n_20220613","VJ"
"Ziepbeek","hzbp_15","hzbp_15n","15","n","238781.6","181296.1",2022-09-01,"hzbp_15n_20220901","NJ"
"Ziepbeek","hzbp_15","hzbp_15o","15","o","238783.6","181294.1",2022-06-13,"hzbp_15o_20220613","VJ"
"Ziepbeek","hzbp_15","hzbp_15o","15","o","238783.6","181294.1",2022-09-01,"hzbp_15o_20220901","NJ"
"Ziepbeek","hzbp_15","hzbp_15w","15","w","238779.6","181294.1",2022-06-13,"hzbp_15w_20220613","VJ"
"Ziepbeek","hzbp_15","hzbp_15w","15","w","238779.6","181294.1",2022-09-01,"hzbp_15w_20220901","NJ"
"Ziepbeek","hzbp_15","hzbp_15z","15","z","238781.6","181292.1",2022-06-13,"hzbp_15z_20220613","VJ"
"Ziepbeek","hzbp_15","hzbp_15z","15","z","238781.6","181292.1",2022-09-01,"hzbp_15z_20220901","NJ"
"Ziepbeek","hzbp_16","hzbp_16c","16","c","240359.6","180654.1",2023-06-15,"hzbp_16c_20230615","VJ"
"Ziepbeek","hzbp_16","hzbp_16c","16","c","240359.6","180654.1",2023-08-29,"hzbp_16c_20230829","NJ"
"Ziepbeek","hzbp_16","hzbp_16n","16","n","240359.6","180656.1",2023-06-15,"hzbp_16n_20230615","VJ"
"Ziepbeek","hzbp_16","hzbp_16n","16","n","240359.6","180656.1",2023-08-29,"hzbp_16n_20230829","NJ"
"Ziepbeek","hzbp_16","hzbp_16o","16","o","240361.6","180654.1",2023-06-15,"hzbp_16o_20230615","VJ"
"Ziepbeek","hzbp_16","hzbp_16o","16","o","240361.6","180654.1",2023-08-29,"hzbp_16o_20230829","NJ"
"Ziepbeek","hzbp_16","hzbp_16w","16","w","240357.6","180654.1",2023-06-15,"hzbp_16w_20230615","VJ"
"Ziepbeek","hzbp_16","hzbp_16w","16","w","240357.6","180654.1",2023-08-29,"hzbp_16w_20230829","NJ"
"Ziepbeek","hzbp_16","hzbp_16z","16","z","240359.6","180652.1",2023-06-15,"hzbp_16z_20230615","VJ"
"Ziepbeek","hzbp_16","hzbp_16z","16","z","240359.6","180652.1",2023-08-29,"hzbp_16z_20230829","NJ"
"Ziepbeek","hzbp_17","hzbp_17c","17","c","239741.6","181998.1",2024-06-13,"hzbp_17c_20240613","VJ"
"Ziepbeek","hzbp_17","hzbp_17c","17","c","239741.6","181998.1",2024-09-03,"hzbp_17c_20240903","NJ"
"Ziepbeek","hzbp_17","hzbp_17n","17","n","239741.6","182000.1",2024-06-13,"hzbp_17n_20240613","VJ"
"Ziepbeek","hzbp_17","hzbp_17n","17","n","239741.6","182000.1",2024-09-03,"hzbp_17n_20240903","NJ"
"Ziepbeek","hzbp_17","hzbp_17o","17","o","239743.6","181998.1",2024-06-13,"hzbp_17o_20240613","VJ"
"Ziepbeek","hzbp_17","hzbp_17o","17","o","239743.6","181998.1",2024-09-03,"hzbp_17o_20240903","NJ"
"Ziepbeek","hzbp_17","hzbp_17w","17","w","239739.6","181998.1",2024-06-13,"hzbp_17w_20240613","VJ"
"Ziepbeek","hzbp_17","hzbp_17w","17","w","239739.6","181998.1",2024-09-03,"hzbp_17w_20240903","NJ"
"Ziepbeek","hzbp_17","hzbp_17z","17","z","239741.6","181996.1",2024-06-13,"hzbp_17z_20240613","VJ"
"Ziepbeek","hzbp_17","hzbp_17z","17","z","239741.6","181996.1",2024-09-03,"hzbp_17z_20240903","NJ"
"Ziepbeek","hzbp_18","hzbp_18c","18","c","239837.6","180814.1",2022-06-14,"hzbp_18c_20220614","VJ"
"Ziepbeek","hzbp_18","hzbp_18c","18","c","239837.6","180814.1",2022-09-01,"hzbp_18c_20220901","NJ"
"Ziepbeek","hzbp_18","hzbp_18n","18","n","239837.6","180816.1",2022-06-14,"hzbp_18n_20220614","VJ"
"Ziepbeek","hzbp_18","hzbp_18n","18","n","239837.6","180816.1",2022-09-01,"hzbp_18n_20220901","NJ"
"Ziepbeek","hzbp_18","hzbp_18o","18","o","239839.6","180814.1",2022-06-14,"hzbp_18o_20220614","VJ"
"Ziepbeek","hzbp_18","hzbp_18o","18","o","239839.6","180814.1",2022-09-01,"hzbp_18o_20220901","NJ"
"Ziepbeek","hzbp_18","hzbp_18w","18","w","239835.6","180814.1",2022-06-14,"hzbp_18w_20220614","VJ"
"Ziepbeek","hzbp_18","hzbp_18w","18","w","239835.6","180814.1",2022-09-01,"hzbp_18w_20220901","NJ"
"Ziepbeek","hzbp_18","hzbp_18z","18","z","239837.6","180812.1",2022-06-14,"hzbp_18z_20220614","VJ"
"Ziepbeek","hzbp_18","hzbp_18z","18","z","239837.6","180812.1",2022-09-01,"hzbp_18z_20220901","NJ"
"Ziepbeek","hzbp_19","hzbp_19c","19","c","239837.6","180846.1",2022-06-14,"hzbp_19c_20220614","VJ"
"Ziepbeek","hzbp_19","hzbp_19c","19","c","239837.6","180846.1",2022-09-01,"hzbp_19c_20220901","NJ"
"Ziepbeek","hzbp_19","hzbp_19n","19","n","239837.6","180848.1",2022-06-14,"hzbp_19n_20220614","VJ"
"Ziepbeek","hzbp_19","hzbp_19n","19","n","239837.6","180848.1",2022-09-01,"hzbp_19n_20220901","NJ"
"Ziepbeek","hzbp_19","hzbp_19o","19","o","239839.6","180846.1",2022-06-14,"hzbp_19o_20220614","VJ"
"Ziepbeek","hzbp_19","hzbp_19o","19","o","239839.6","180846.1",2022-09-01,"hzbp_19o_20220901","NJ"
"Ziepbeek","hzbp_19","hzbp_19w","19","w","239835.6","180846.1",2022-06-14,"hzbp_19w_20220614","VJ"
"Ziepbeek","hzbp_19","hzbp_19w","19","w","239835.6","180846.1",2022-09-01,"hzbp_19w_20220901","NJ"
"Ziepbeek","hzbp_19","hzbp_19z","19","z","239837.6","180844.1",2022-06-14,"hzbp_19z_20220614","VJ"
"Ziepbeek","hzbp_19","hzbp_19z","19","z","239837.6","180844.1",2022-09-01,"hzbp_19z_20220901","NJ"
"Hochterbambd","mhbp_01","mhbp_01c","1","c","243037.6","176846.1",1899-12-31,"mhbp_01c_19000100","VJ"
"Hochterbambd","mhbp_01","mhbp_01c","1","c","243037.6","176846.1",2021-08-27,"mhbp_01c_20210827","NJ"
"Hochterbambd","mhbp_01","mhbp_01n","1","n","243037.6","176848.1",1899-12-31,"mhbp_01n_19000100","VJ"
"Hochterbambd","mhbp_01","mhbp_01n","1","n","243037.6","176848.1",2021-08-27,"mhbp_01n_20210827","NJ"
"Hochterbambd","mhbp_01","mhbp_01o","1","o","243039.6","176846.1",1899-12-31,"mhbp_01o_19000100","VJ"
"Hochterbambd","mhbp_01","mhbp_01o","1","o","243039.6","176846.1",2021-08-27,"mhbp_01o_20210827","NJ"
"Hochterbambd","mhbp_01","mhbp_01w","1","w","243035.6","176846.1",1899-12-31,"mhbp_01w_19000100","VJ"
"Hochterbambd","mhbp_01","mhbp_01w","1","w","243035.6","176846.1",2021-08-27,"mhbp_01w_20210827","NJ"
"Hochterbambd","mhbp_01","mhbp_01z","1","z","243037.6","176844.1",1899-12-31,"mhbp_01z_19000100","VJ"
"Hochterbambd","mhbp_01","mhbp_01z","1","z","243037.6","176844.1",2021-08-27,"mhbp_01z_20210827","NJ"
"Hochterbambd","mhbp_02","mhbp_02c","2","c","242717.6","176622.1",2023-06-16,"mhbp_02c_20230616","VJ"
"Hochterbambd","mhbp_02","mhbp_02c","2","c","242717.6","176622.1",2023-08-24,"mhbp_02c_20230824","NJ"
"Hochterbambd","mhbp_02","mhbp_02n","2","n","242717.6","176624.1",2023-06-16,"mhbp_02n_20230616","VJ"
"Hochterbambd","mhbp_02","mhbp_02n","2","n","242717.6","176624.1",2023-08-24,"mhbp_02n_20230824","NJ"
"Hochterbambd","mhbp_02","mhbp_02o","2","o","242719.6","176622.1",2023-06-16,"mhbp_02o_20230616","VJ"
"Hochterbambd","mhbp_02","mhbp_02o","2","o","242719.6","176622.1",2023-08-24,"mhbp_02o_20230824","NJ"
"Hochterbambd","mhbp_02","mhbp_02w","2","w","242715.6","176622.1",2023-06-16,"mhbp_02w_20230616","VJ"
"Hochterbambd","mhbp_02","mhbp_02w","2","w","242715.6","176622.1",2023-08-24,"mhbp_02w_20230824","NJ"
"Hochterbambd","mhbp_02","mhbp_02z","2","z","242717.6","176620.1",2023-06-16,"mhbp_02z_20230616","VJ"
"Hochterbambd","mhbp_02","mhbp_02z","2","z","242717.6","176620.1",2023-08-24,"mhbp_02z_20230824","NJ"
"Hochterbambd","mhbp_03","mhbp_03c","3","c","243005.6","176878.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_03","mhbp_03c","3","c","243005.6","176878.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_03","mhbp_03n","3","n","243005.6","176880.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_03","mhbp_03n","3","n","243005.6","176880.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_03","mhbp_03o","3","o","243007.6","176878.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_03","mhbp_03o","3","o","243007.6","176878.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_03","mhbp_03w","3","w","243003.6","176878.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_03","mhbp_03w","3","w","243003.6","176878.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_03","mhbp_03z","3","z","243005.6","176876.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_03","mhbp_03z","3","z","243005.6","176876.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_04","mhbp_04c","4","c","243293.6","177582.1",2021-08-27,"mhbp_04c_20210827","NJ"
"Hochterbambd","mhbp_04","mhbp_04c","4","c","243293.6","177582.1",2023-06-16,"mhbp_04c_20230616","VJ"
"Hochterbambd","mhbp_04","mhbp_04n","4","n","243293.6","177584.1",2021-08-27,"mhbp_04n_20210827","NJ"
"Hochterbambd","mhbp_04","mhbp_04n","4","n","243293.6","177584.1",2023-06-16,"mhbp_04n_20230616","VJ"
"Hochterbambd","mhbp_04","mhbp_04o","4","o","243295.6","177582.1",2021-08-27,"mhbp_04o_20210827","NJ"
"Hochterbambd","mhbp_04","mhbp_04o","4","o","243295.6","177582.1",2023-06-16,"mhbp_04o_20230616","VJ"
"Hochterbambd","mhbp_04","mhbp_04w","4","w","243291.6","177582.1",2021-08-27,"mhbp_04w_20210827","NJ"
"Hochterbambd","mhbp_04","mhbp_04w","4","w","243291.6","177582.1",2023-06-16,"mhbp_04w_20230616","VJ"
"Hochterbambd","mhbp_04","mhbp_04z","4","z","243293.6","177580.1",2021-08-27,"mhbp_04z_20210827","NJ"
"Hochterbambd","mhbp_04","mhbp_04z","4","z","243293.6","177580.1",2023-06-16,"mhbp_04z_20230616","VJ"
"Hochterbambd","mhbp_05","mhbp_05c","5","c","243261.6","177326.1",2023-06-16,"mhbp_05c_20230616","VJ"
"Hochterbambd","mhbp_05","mhbp_05c","5","c","243261.6","177326.1",2023-08-24,"mhbp_05c_20230824","NJ"
"Hochterbambd","mhbp_05","mhbp_05n","5","n","243261.6","177328.1",2023-06-16,"mhbp_05n_20230616","VJ"
"Hochterbambd","mhbp_05","mhbp_05n","5","n","243261.6","177328.1",2023-08-24,"mhbp_05n_20230824","NJ"
"Hochterbambd","mhbp_05","mhbp_05o","5","o","243263.6","177326.1",2023-06-16,"mhbp_05o_20230616","VJ"
"Hochterbambd","mhbp_05","mhbp_05o","5","o","243263.6","177326.1",2023-08-24,"mhbp_05o_20230824","NJ"
"Hochterbambd","mhbp_05","mhbp_05w","5","w","243259.6","177326.1",2023-06-16,"mhbp_05w_20230616","VJ"
"Hochterbambd","mhbp_05","mhbp_05w","5","w","243259.6","177326.1",2023-08-24,"mhbp_05w_20230824","NJ"
"Hochterbambd","mhbp_05","mhbp_05z","5","z","243261.6","177324.1",2023-06-16,"mhbp_05z_20230616","VJ"
"Hochterbambd","mhbp_05","mhbp_05z","5","z","243261.6","177324.1",2023-08-24,"mhbp_05z_20230824","NJ"
"Hochterbambd","mhbp_06","mhbp_06c","6","c","243005.6","176814.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_06","mhbp_06c","6","c","243005.6","176814.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_06","mhbp_06n","6","n","243005.6","176816.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_06","mhbp_06n","6","n","243005.6","176816.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_06","mhbp_06o","6","o","243007.6","176814.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_06","mhbp_06o","6","o","243007.6","176814.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_06","mhbp_06w","6","w","243003.6","176814.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_06","mhbp_06w","6","w","243003.6","176814.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_06","mhbp_06z","6","z","243005.6","176812.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_06","mhbp_06z","6","z","243005.6","176812.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_07","mhbp_07c","7","c","242781.6","176654.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_07","mhbp_07c","7","c","242781.6","176654.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_07","mhbp_07n","7","n","242781.6","176656.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_07","mhbp_07n","7","n","242781.6","176656.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_07","mhbp_07o","7","o","242783.6","176654.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_07","mhbp_07o","7","o","242783.6","176654.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_07","mhbp_07w","7","w","242779.6","176654.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_07","mhbp_07w","7","w","242779.6","176654.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_07","mhbp_07z","7","z","242781.6","176652.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_07","mhbp_07z","7","z","242781.6","176652.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_08","mhbp_08c","8","c","243229.6","177262.1",2022-06-15,"mhbp_08c_20220615","VJ"
"Hochterbambd","mhbp_08","mhbp_08c","8","c","243229.6","177262.1",2022-09-07,"mhbp_08c_20220907","NJ"
"Hochterbambd","mhbp_08","mhbp_08n","8","n","243229.6","177264.1",2022-06-15,"mhbp_08n_20220615","VJ"
"Hochterbambd","mhbp_08","mhbp_08n","8","n","243229.6","177264.1",2022-09-07,"mhbp_08n_20220907","NJ"
"Hochterbambd","mhbp_08","mhbp_08o","8","o","243231.6","177262.1",2022-06-15,"mhbp_08o_20220615","VJ"
"Hochterbambd","mhbp_08","mhbp_08o","8","o","243231.6","177262.1",2022-09-07,"mhbp_08o_20220907","NJ"
"Hochterbambd","mhbp_08","mhbp_08w","8","w","243227.6","177262.1",2022-06-15,"mhbp_08w_20220615","VJ"
"Hochterbambd","mhbp_08","mhbp_08w","8","w","243227.6","177262.1",2022-09-07,"mhbp_08w_20220907","NJ"
"Hochterbambd","mhbp_08","mhbp_08z","8","z","243229.6","177260.1",2022-06-15,"mhbp_08z_20220615","VJ"
"Hochterbambd","mhbp_08","mhbp_08z","8","z","243229.6","177260.1",2022-09-07,"mhbp_08z_20220907","NJ"
"Hochterbambd","mhbp_09","mhbp_09c","9","c","243325.6","178446.1",2021-09-15,"mhbp_09c_20210915","NJ"
"Hochterbambd","mhbp_09","mhbp_09c","9","c","243325.6","178446.1",2023-06-16,"mhbp_09c_20230616","VJ"
"Hochterbambd","mhbp_09","mhbp_09n","9","n","243325.6","178448.1",2021-09-15,"mhbp_09n_20210915","NJ"
"Hochterbambd","mhbp_09","mhbp_09n","9","n","243325.6","178448.1",2023-06-16,"mhbp_09n_20230616","VJ"
"Hochterbambd","mhbp_09","mhbp_09o","9","o","243327.6","178446.1",2021-09-15,"mhbp_09o_20210915","NJ"
"Hochterbambd","mhbp_09","mhbp_09o","9","o","243327.6","178446.1",2023-06-16,"mhbp_09o_20230616","VJ"
"Hochterbambd","mhbp_09","mhbp_09w","9","w","243323.6","178446.1",2021-09-15,"mhbp_09w_20210915","NJ"
"Hochterbambd","mhbp_09","mhbp_09w","9","w","243323.6","178446.1",2023-06-16,"mhbp_09w_20230616","VJ"
"Hochterbambd","mhbp_09","mhbp_09z","9","z","243325.6","178444.1",2021-09-15,"mhbp_09z_20210915","NJ"
"Hochterbambd","mhbp_09","mhbp_09z","9","z","243325.6","178444.1",2023-06-16,"mhbp_09z_20230616","VJ"
"Hochterbambd","mhbp_10","mhbp_10c","10","c","243325.6","178382.1",1899-12-31,NA,"VJ"
"Hochterbambd","mhbp_10","mhbp_10c","10","c","243325.6","178382.1",1899-12-31,NA,"NJ"
"Hochterbambd","mhbp_10","mhbp_10n","10","n","243325.6","178384.1",1899-12-31,NA,"VJ"
"Hochterbambd","mhbp_10","mhbp_10n","10","n","243325.6","178384.1",1899-12-31,NA,"NJ"
"Hochterbambd","mhbp_10","mhbp_10o","10","o","243327.6","178382.1",1899-12-31,NA,"VJ"
"Hochterbambd","mhbp_10","mhbp_10o","10","o","243327.6","178382.1",1899-12-31,NA,"NJ"
"Hochterbambd","mhbp_10","mhbp_10w","10","w","243323.6","178382.1",1899-12-31,NA,"VJ"
"Hochterbambd","mhbp_10","mhbp_10w","10","w","243323.6","178382.1",1899-12-31,NA,"NJ"
"Hochterbambd","mhbp_10","mhbp_10z","10","z","243325.6","178380.1",1899-12-31,NA,"VJ"
"Hochterbambd","mhbp_10","mhbp_10z","10","z","243325.6","178380.1",1899-12-31,NA,"NJ"
"Hochterbambd","mhbp_11","mhbp_11c","11","c","242781.6","176782.1",2022-06-15,"mhbp_11c_20220615","VJ"
"Hochterbambd","mhbp_11","mhbp_11c","11","c","242781.6","176782.1",2022-09-07,"mhbp_11c_20220907","NJ"
"Hochterbambd","mhbp_11","mhbp_11n","11","n","242781.6","176784.1",2022-06-15,"mhbp_11n_20220615","VJ"
"Hochterbambd","mhbp_11","mhbp_11n","11","n","242781.6","176784.1",2022-09-07,"mhbp_11n_20220907","NJ"
"Hochterbambd","mhbp_11","mhbp_11o","11","o","242783.6","176782.1",2022-06-15,"mhbp_11o_20220615","VJ"
"Hochterbambd","mhbp_11","mhbp_11o","11","o","242783.6","176782.1",2022-09-07,"mhbp_11o_20220907","NJ"
"Hochterbambd","mhbp_11","mhbp_11w","11","w","242779.6","176782.1",2022-06-15,"mhbp_11w_20220615","VJ"
"Hochterbambd","mhbp_11","mhbp_11w","11","w","242779.6","176782.1",2022-09-07,"mhbp_11w_20220907","NJ"
"Hochterbambd","mhbp_11","mhbp_11z","11","z","242781.6","176780.1",2022-06-15,"mhbp_11z_20220615","VJ"
"Hochterbambd","mhbp_11","mhbp_11z","11","z","242781.6","176780.1",2022-09-07,"mhbp_11z_20220907","NJ"
"Hochterbambd","mhbp_12","mhbp_12c","12","c","243037.6","176910.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_12","mhbp_12c","12","c","243037.6","176910.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_12","mhbp_12n","12","n","243037.6","176912.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_12","mhbp_12n","12","n","243037.6","176912.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_12","mhbp_12o","12","o","243039.6","176910.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_12","mhbp_12o","12","o","243039.6","176910.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_12","mhbp_12w","12","w","243035.6","176910.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_12","mhbp_12w","12","w","243035.6","176910.1",NA,"#N/B","NJ"
"Hochterbambd","mhbp_12","mhbp_12z","12","z","243037.6","176908.1",NA,"#N/B","VJ"
"Hochterbambd","mhbp_12","mhbp_12z","12","z","243037.6","176908.1",NA,"#N/B","NJ"
"Negenkerk","mnkp_01","mnkp_01c","1","c","247261.6","191214.1",2024-06-12,"mnkp_01c_20240612","VJ"
"Negenkerk","mnkp_01","mnkp_01c","1","c","247261.6","191214.1",2024-08-27,"mnkp_01c_20240827","NJ"
"Negenkerk","mnkp_01","mnkp_01n","1","n","247261.6","191216.1",2024-06-12,"mnkp_01n_20240612","VJ"
"Negenkerk","mnkp_01","mnkp_01n","1","n","247261.6","191216.1",2024-08-27,"mnkp_01n_20240827","NJ"
"Negenkerk","mnkp_01","mnkp_01o","1","o","247263.6","191214.1",2024-06-12,"mnkp_01o_20240612","VJ"
"Negenkerk","mnkp_01","mnkp_01o","1","o","247263.6","191214.1",2024-08-27,"mnkp_01o_20240827","NJ"
